Organisation Name,Town/City,County,Type & Rating,Route,City
Atmos Lab Limited,London,,Worker (A rating),Skilled Worker,London / nan
Atom Capital Limited,London,,Worker (A rating),Skilled Worker,London / nan
Atom Learning,London,,Worker (A (SME+)),Skilled Worker,London / nan
Atomic London Limited,London,,Worker (A rating),Skilled Worker,London / nan
Atomico (UK) Partners LLP,London,,Worker (A rating),Skilled Worker,London / nan
Atos IT Services UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Atos IT Services UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Atos IT Services UK Ltd,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
Atout France,London,,Worker (A rating),Skilled Worker,London / nan
Atout France,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ATPi Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Atrato Group Ltd,London,,Worker (A rating),Skilled Worker,London / nan
ATRIUM CLOTHING LTD.,London,,Worker (A rating),Skilled Worker,London / nan
Atrium Underwriters Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Atrum Global Limited,London,,Worker (A rating),Skilled Worker,London / nan
ATS Global Entertainment Ltd,London,,Worker (A rating),Skilled Worker,London / nan
ATSUMI & SAKAI EUROPE LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
ATSUMI & SAKAI EUROPE LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Attend,London,,Worker (A rating),Skilled Worker,London / nan
Attensi Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Attention Seekers Productions Limited,London,,Worker (A rating),Skilled Worker,London / nan
Attest Technologies Limited,London,,Worker (A rating),Skilled Worker,London / nan
Attra Solutions Limited,London,,Worker (A rating),Skilled Worker,London / nan
Attra Solutions Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
attune UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
attune UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Atum Design Lab,London,Tower Hamlets,Worker (A rating),Skilled Worker,London / Tower Hamlets
AUBERGINE WITH FLOWER LTD,London,,Worker (A rating),Skilled Worker,London / nan
Audemars Piguet (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Audemars Piguet (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Audible Magic, LLC,London,,Worker (A rating), LLC / London
Audible Magic, LLC,London,,Worker (A rating), LLC / London
Audience Loop Limited,London,,Worker (A rating),Skilled Worker,London / nan
AudienceNet Limited,London,,Worker (A rating),Skilled Worker,London / nan
Audio Network Limited,London,,Worker (A rating),Skilled Worker,London / nan
Audiological Science Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Audit Intelligence (UK) Ltd,London,Hammersmith and Fulham,Worker (A rating),Skilled Worker,London / Hammersmith and Fulham
Auditxprt Limited,London,,Worker (A rating),Skilled Worker,London / nan
AUFI Limited,London,MIDDLESEX,Worker (A rating),Skilled Worker,London / MIDDLESEX
Augusta & Co Limited,London,,Worker (A rating),Skilled Worker,London / nan
Augusta Ventures Limited,London,,Worker (A rating),Skilled Worker,London / nan
Augustea Shipping Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
Augustea Shipping Services Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Augustinian Sisters,London,,Temporary Worker (A rating),Religious Worker,London / nan
Augustinian Sisters,London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
Augustus Martin Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Aukett Swanke,London,,Worker (A rating),Skilled Worker,London / nan
Aula Education Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aura Fire Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Aurelius Investments Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aurexia Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aurexia Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Aurexia Limited,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
Auriemma Consulting UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Auriemma Consulting UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Aurium Capital Markets LLP,London,,Worker (A rating),Skilled Worker,London / nan
Aurora Healthcare Communications Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Aurous Pizza Ltd T/A Dominos Pizza,London,,Worker (A rating),Skilled Worker,London / nan
Auspex International Limited,London,,Worker (A rating),Skilled Worker,London / nan
Austin Consultants Ltd,London,London,Worker (A rating),Skilled Worker,London / London
Australasian Recruitment Company Limited,London,,Worker (A rating),Skilled Worker,London / nan
Australia & New Zealand Banking Group Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Australia & New Zealand Banking Group Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Australian Business,London,,Worker (A rating),Skilled Worker,London / nan
Australian High Commission,London,,Worker (A rating),Skilled Worker,London / nan
Australian High Commission,London,,Temporary Worker (A rating),International Agreement,London / nan
Australiansuper (UK) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Australiansuper (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Authentic Kerala Cuisine limited,London,,Worker (A rating),Skilled Worker,London / nan
Authentic Word Ministries  UK,London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
AUTHENTIQUE LA BOULANGERIE LTD,London,Greater London,Worker (A rating),Skilled Worker,London / Greater London
Authentise Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Autolomous Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Autolus Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Autolus Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Automatik (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Automation Anywhere UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Automation Anywhere UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Automation Logic Limited,London,,Worker (A rating),Skilled Worker,London / nan
Autonomous International Limited,London,,Worker (A rating),Skilled Worker,London / nan
Autovia Limited,London,,Worker (A rating),Skilled Worker,London / nan
Autovista Limited,London,,Worker (A rating),Skilled Worker,London / nan
Autovista Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Autumnpaper Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aux Merveilleux de Fred Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Aux Merveilleux de Fred Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
AVADO Learning Limited,London,Greater London,Worker (A rating),Skilled Worker,London / Greater London
Avalon Capital Markets Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avalon Entertainment Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avalon Entertainment Limited,London,,Temporary Worker (A rating),Creative Worker,London / nan
Avaloq UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avaloq UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Avanade UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avanade UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Avance Consulting (Europe) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avance Consulting (Europe) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
AVANTE IT (UK) LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Avantgarde Finance Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Avanti Architects Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Avanti Communications Group Plc,London,,Worker (A rating),Skilled Worker,London / nan
Avanton Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avara People Limited,London,,Worker (A rating),Skilled Worker,London / nan
AVASO Technology Solutions Ltd,London,,Worker (A rating),Skilled Worker,London / nan
AVASO Technology Solutions Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
AVASO Technology Solutions Ltd,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
Avellinia Capital Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Avenir LNG M.S. Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avenir LNG M.S. Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Aventus Network Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
AvePoint UK Ltd.,London,,Worker (A rating),Skilled Worker,London / nan
AvePoint UK Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Aver Communication Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Averda UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
AVG Technologies UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
AVG Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Aviadobio Limited,London,,Worker (A rating),Skilled Worker,London / nan
AVIAT NETWORKS UK LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
AVIAT NETWORKS UK LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
AVIC CABIN SYSTEMS UK LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
AVIC CABIN SYSTEMS UK LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Avic International Holding Corporation,London,,Worker (A rating),Skilled Worker,London / nan
Avic International Holding Corporation,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Avidety Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aviditi Capital Advisors UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Aviditi Capital Advisors UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Avieco Limited,London,,Worker (A rating),Skilled Worker,London / nan
AVINEON EUROPE LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Avington Financial Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avington Financial Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Avior Capital Markets International Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avior Capital Markets International Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Aviserv limited,London,,Worker (A rating),Skilled Worker,London / nan
Aviva plc,London,,Worker (A rating),Skilled Worker,London / nan
Aviva plc,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Aviva plc,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
Avni Limited,London,Middlesex,Worker (A rating),Skilled Worker,London / Middlesex
Avolites Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avon Lodge UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avonhurst Legal Services LLP,London,,Worker (A rating),Skilled Worker,London / nan
Avora Ltd,London,,Worker (A rating),Skilled Worker,London / nan
AVR London,London,,Worker (A rating),Skilled Worker,London / nan
AvroKO UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Avruka Limited,London,,Worker (A rating),Skilled Worker,London / nan
Avvoka Limited,London,,Worker (A rating),Skilled Worker,London / nan
Awin Ltd,London,,Worker (A rating),Skilled Worker,London / nan
AWTG Limited,London,,Worker (A rating),Skilled Worker,London / nan
AXA Investment Managers Ltd,London,,Worker (A rating),Skilled Worker,London / nan
AXA Investment Managers Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
AXA Partners S.A.S., UK Branch,London,,Worker (A rating), UK Branch / London
AXA Partners S.A.S., UK Branch,London,,Worker (A rating), UK Branch / London
AXA UK Plc,London,England,Worker (A rating),Skilled Worker,London / England
AXA UK Plc,London,England,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / England
Axalt Branding Limited,London,,Worker (A rating),Skilled Worker,London / nan
AXEL ARIGATO LONDON LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
AXELOS Ltd,London,,Worker (A rating),Skilled Worker,London / nan
AxeTrading Limited,London,,Worker (A rating),Skilled Worker,London / nan
AxiCom Limited,London,,Worker (A rating),Skilled Worker,London / nan
AXIMA UK LTD,London,,Worker (A rating),Skilled Worker,London / nan
AXIMA UK LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Axiom Global Limited,London,,Worker (A rating),Skilled Worker,London / nan
Axiom Global Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Axiom Software Solutions Limited,London,Stanmore,Worker (A rating),Skilled Worker,London / Stanmore
Axiom Tutoring Ltd,London,Southwark,Worker (A rating),Skilled Worker,London / Southwark
